End of Period,Loan Number,Region,Country Code,Country,Borrower,Guarantor Country Code,Guarantor,Loan Type,Loan Status,Interest Rate,Currency of Commitment,Project ID,Project Name,Original Principal Amount,Cancelled Amount,Undisbursed Amount,Disbursed Amount,Repaid to IBRD,Due to IBRD,Exchange Adjustment,Borrower's Obligation,Sold 3rd Party,Repaid 3rd Party,Due 3rd Party,Loans Held,First Repayment Date,Last Repayment Date,Agreement Signing Date,Board Approval Date,Effective Date (Most Recent),Closed Date (Most Recent),Last Disbursement Date
06/30/2020,IBRD78840,LATIN AMERICA AND CARIBBEAN,BR,Brazil,ELETROBRAS,BR,Brazil,FSL,Repaying,0,,P114204,ELETROBRAS Distribution Rehabilitation,495000000.00,280905592.40,0.00,214094407.60,121322599.40,92771808.25,0.00,92771808.25,0.00,0.00,0.00,92771808.25,03/15/2016,09/15/2023,02/24/2011,06/03/2010,05/23/2011,12/29/2017,01/31/2020
06/30/2020,IBRD79010,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Repaying,0,,P113540,BR AIDS-SUS,67000000.00,30606169.41,0.00,36393830.59,7219216.60,29174613.99,0.00,29174613.99,0.00,0.00,0.00,29174613.99,11/15/2015,05/15/2040,10/05/2010,05/18/2010,12/01/2010,12/31/2015,04/28/2016
06/30/2020,IBRD79080,LATIN AMERICA AND CARIBBEAN,BR,Brazil,São Paulo Secretaria do Estado,BR,Brazil,FSL,Repaying,0,,P108443,BR SP Sust Rural Dev & Access to Markets,78000000.00,0.00,0.00,78000000.00,12611310.74,65388689.26,0.00,65388689.26,0.00,0.00,0.00,65388689.26,06/15/2015,12/15/2039,09/27/2010,05/25/2010,12/22/2010,09/30/2018,01/31/2019
06/30/2020,IBRD79420,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Município do Rio de Janeiro,BR,Brazil,FSL,Repaying,0,,P111665,BR- RJ Munic Fiscal Consolid DPL,1045000000.00,0.00,0.00,1045000000.00,139156075.00,905843925.00,0.00,905843925.00,0.00,0.00,0.00,905843925.00,08/15/2010,06/15/2040,08/20/2010,07/01/2010,08/27/2010,06/30/2013,11/23/2011
06/30/2020,IBRD79510,LATIN AMERICA AND CARIBBEAN,BR,Brazil,BAHIA SECRETARIA DE FAZENDA,BR,Brazil,FSL,Repaying,0,,P095171,BR (MST) Bahia Health and Wtr Mgt (SWAP),60000000.00,1541707.43,0.00,58458292.57,5231603.04,53226689.53,0.00,53226689.53,0.00,0.00,0.00,53226689.53,04/15/2015,10/15/2039,07/18/2012,11/02/2010,08/30/2012,10/31/2017,04/03/2018
06/30/2020,IBRD79520,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Santa Catarina,BR,Brazil,FSL,Fully Disbursed,0,,P118540,BR Santa Catarina Rural Competitiveness,90000000.00,0.00,0.00,90000000.00,0.00,90000000.00,0.00,90000000.00,0.00,0.00,0.00,90000000.00,09/15/2020,03/15/2035,09/30/2010,09/02/2010,12/24/2010,06/30/2017,10/26/2017
06/30/2020,IBRD79550,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Rio de Janeiro,BR,Brazil,FSL,Repaying,0,,P106768,BR Rio de Janeiro Public Management,18673000.00,6727052.12,0.00,11945947.88,4444607.24,7501340.64,0.00,7501340.64,0.00,0.00,0.00,7501340.64,05/15/2014,05/15/2030,11/22/2010,08/26/2010,12/27/2010,06/30/2017,01/30/2018
06/30/2020,IBRD79640,LATIN AMERICA AND CARIBBEAN,BR,Brazil,CAIXA ECONOMICA FEDERAL - CAIXA,BR,Brazil,FSL,Repaying,0,,P106702,BR Integr. Solid Waste & Carbon finance,50000000.00,33275368.04,0.00,16724631.96,1937560.50,14787071.46,0.00,14787071.46,0.00,0.00,0.00,14787071.46,10/15/2016,04/15/2034,12/05/2011,11/02/2010,01/30/2012,12/31/2015,04/20/2016
06/30/2020,IBRD80110,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Rio de Janeiro,BR,Brazil,FSL,Repaying,0,,P122391,BR MST Rio de Janeiro Urban and Hous DPL,485000000.00,0.00,0.00,485000000.00,79152000.00,405848000.00,0.00,405848000.00,0.00,0.00,0.00,405848000.00,11/15/2016,11/15/2040,08/09/2011,03/15/2011,09/01/2011,12/31/2012,12/19/2011
06/30/2020,IBRD80280,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Terminated,0,,P120391,BR-Federal Univ. Hospitals Modernization,150000000.00,150000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,06/01/2016,12/01/2040,,03/31/2011,,12/31/2015,
06/30/2020,IBRD80740,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Repaying,0,,P112073,BR MST Federal Integrated Water Sector,107332500.00,90934657.78,0.00,16397842.22,2538513.09,13859329.13,0.00,13859329.13,0.00,0.00,0.00,13859329.13,12/01/2016,06/01/2041,12/15/2011,07/12/2011,04/30/2012,10/31/2018,04/30/2019
06/30/2020,IBRD80950,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Fully Disbursed,0,,P126537,BR Energy & Mineral Sctr Strengthening,49604127.00,16161485.75,0.00,33442641.25,0.00,33442641.25,0.00,33442641.25,0.00,0.00,0.00,33442641.25,09/15/2029,09/15/2029,03/01/2012,12/20/2011,05/30/2012,12/31/2018,03/25/2019
06/30/2020,IBRD81130,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Sergipe,BR,Brazil,FSL,Disbursing&Repaying,0,,P112074,BR Sergipe Water,70275000.00,0.00,9060089.48,61214910.52,7178742.94,54036167.58,0.00,54036167.58,0.00,0.00,0.00,63096257.06,05/15/2017,11/15/2036,09/13/2012,01/26/2012,12/11/2012,04/30/2020,04/29/2020
06/30/2020,IBRD81170,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Rio de Janeiro,BR,Brazil,FSL,Disbursing&Repaying,0,,P111996,BR RJ Mass Transit  II,600000000.00,80655034.00,93551497.67,425793468.30,49666297.83,376127170.50,0.00,376127170.50,0.00,0.00,0.00,469678668.20,11/15/2017,11/15/2041,09/05/2012,01/26/2012,10/05/2012,12/30/2022,03/30/2020
06/30/2020,IBRD81240,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Ceará,BR,Brazil,FSL,Repaying,0,,P121167,BR Ceara Rural Sustainb&Competitiveness,100000000.00,0.00,0.00,100000000.00,15770193.15,84229806.85,0.00,84229806.85,0.00,0.00,0.00,84229806.85,06/15/2017,12/15/2036,10/03/2012,04/05/2012,12/06/2012,04/30/2019,10/30/2019
06/30/2020,IBRD81280,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SECRETARIA DO PLANEJAMENTO-PIAUI,BR,Brazil,FSL,Repaying,0,,P126449,BR MST Piaui Green Growth and Inclus DPL,350000000.00,0.00,0.00,350000000.00,77700000.00,272300000.00,0.00,272300000.00,0.00,0.00,0.00,272300000.00,08/15/2017,08/15/2030,05/15/2012,03/06/2012,05/31/2012,03/30/2013,06/05/2012
06/30/2020,IBRD81350,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Pernanbuco Secretari de Estado de Planej,BR,Brazil,FSL,Disbursing&Repaying,0,,P120139,BR Pernambuco - Rural Economic Inclusion,100000000.00,25000000.00,11442763.02,63557236.98,6895960.25,56661276.73,0.00,56661276.73,0.00,0.00,0.00,68104039.75,05/15/2018,11/15/2040,06/18/2012,03/06/2012,07/23/2012,06/30/2020,12/19/2019
06/30/2020,IBRD81420,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Pernanbuco Secretari de Estado de Planej,BR,Brazil,FSL,Repaying,0,,P106753,"BR PE-Expand Opport, Enh. Equity DPL",500000000.00,0.00,0.00,500000000.00,70000000.00,430000000.00,0.00,430000000.00,0.00,0.00,0.00,430000000.00,05/15/2017,11/15/2041,04/13/2012,03/22/2012,04/25/2012,03/31/2013,05/04/2012
06/30/2020,IBRD81490,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Municipality of São Bernardo do Campo,BR,Brazil,FSL,Repaying,0,,P006553,BR APL SP Integrated Wtr Mgmt,20820000.00,20724365.62,0.00,95634.38,11476.14,84158.24,0.00,84158.24,0.00,0.00,0.00,84158.24,09/15/2017,03/15/2042,10/29/2012,03/29/2012,12/06/2012,09/30/2015,11/23/2015
06/30/2020,IBRD81550,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Rio Grande Do Sul,BR,Brazil,FSL,Repaying,0,,P120830,BR Rio Grande do Sul SWAp (SIL),480000000.00,4392700.51,0.00,475607299.50,1616572.77,473990726.70,0.00,473990726.70,0.00,0.00,0.00,473990726.70,05/15/2016,11/15/2041,09/11/2012,05/01/2012,10/01/2012,05/31/2019,01/29/2020
06/30/2020,IBRD81680,LATIN AMERICA AND CARIBBEAN,BR,Brazil,MUNICIPALITY OF RECIFE,BR,Brazil,FSL,Disbursing&Repaying,0,,P126372,BR-Recife Swap - Educ & Public Mgmt.,130000000.00,0.00,17715373.33,112284626.70,5506329.44,106778297.20,0.00,106778297.20,0.00,0.00,0.00,124493670.60,06/15/2019,12/15/2036,10/31/2012,05/29/2012,11/13/2012,12/31/2019,04/15/2020
06/30/2020,IBRD81690,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Municipality of Belo Horizonte,BR,Brazil,FSL,Repaying,0,,P126749,BR MST Belo Horizonte Urban DPL,200000000.00,0.00,0.00,200000000.00,15200000.00,184800000.00,0.00,184800000.00,0.00,0.00,0.00,184800000.00,12/15/2013,06/15/2038,12/10/2013,06/14/2013,12/16/2013,12/31/2014,12/20/2013
06/30/2020,IBRD81770,LATIN AMERICA AND CARIBBEAN,BR,Brazil,BAHIA SECRETARIA DE FAZENDA,BR,Brazil,FSL,Repaying,0,,P126351,BR-Bahia DPL,700000000.00,0.00,0.00,700000000.00,49350000.00,650650000.00,0.00,650650000.00,0.00,0.00,0.00,650650000.00,03/15/2013,03/15/2042,12/18/2012,06/28/2012,12/21/2012,12/31/2014,12/20/2013
06/30/2020,IBRD81850,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Tocantins Secretaria do Planejamento,BR,Brazil,FSL,Disbursing&Repaying,0,,P121495,BR MST Tocantins Integrated Sust. Reg.,300000000.00,0.00,74524023.25,225475976.80,27929006.26,197546970.50,0.00,197546970.50,0.00,0.00,0.00,272070993.70,11/15/2017,11/15/2036,12/06/2012,07/26/2012,02/14/2013,12/31/2020,06/25/2020
06/30/2020,IBRD81870,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Minas Gerais,BR,Brazil,FSL,Repaying,0,,P121590,BR 3rd Minas Gerais Partnership DPL,450000000.00,0.00,0.00,450000000.00,54000000.00,396000000.00,0.00,396000000.00,0.00,0.00,0.00,396000000.00,10/15/2017,04/15/2042,11/26/2012,07/26/2012,12/10/2012,01/31/2014,12/12/2012
06/30/2020,IBRD81910,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Rio de Janeiro,BR,Brazil,FSL,Repaying,0,,P126465,BR Rio State DPL III,300000000.00,0.00,0.00,300000000.00,15000000.00,285000000.00,0.00,285000000.00,0.00,0.00,0.00,285000000.00,02/15/2018,02/15/2036,10/30/2012,08/30/2012,11/16/2012,01/31/2014,11/29/2012
06/30/2020,IBRD82000,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Rio de Janeiro,BR,Brazil,FSL,Repaying,0,,P101508,BR-RJ Sustainable Rural Development,100000000.00,49481777.86,0.00,50518222.14,1865533.25,48652688.89,0.00,48652688.89,0.00,0.00,0.00,48652688.89,08/15/2018,08/15/2036,08/19/2013,11/06/2012,10/03/2013,11/30/2018,05/30/2019
06/30/2020,IBRD82010,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Parana,BR,Brazil,FSL,Repaying,0,,P126343,BR Parana Multi-sector Development,350000000.00,16373632.59,0.00,333626367.40,7584429.57,326041937.80,0.00,326041937.80,0.00,0.00,0.00,326041937.80,10/15/2019,10/15/2031,12/12/2013,11/06/2012,01/13/2014,11/30/2019,03/27/2020
06/30/2020,IBRD82570,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Sergipe,BR,Brazil,FSL,Repaying,0,,P129652,BR Sergipe DPL,150000000.00,0.00,0.00,150000000.00,9960000.00,140040000.00,0.00,140040000.00,0.00,0.00,0.00,140040000.00,07/15/2018,07/15/2041,09/18/2013,05/21/2013,10/03/2013,12/31/2014,10/10/2013
06/30/2020,IBRD82710,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Município do Rio de Janeiro,BR,Brazil,FSL,Repaying,0,,P127245,BR Rio de Janeiro Mun. Strengthening PSM,16200000.00,3758686.66,0.00,12441313.34,1861076.66,10580236.68,0.00,10580236.68,0.00,0.00,0.00,10580236.68,08/15/2017,02/15/2033,08/26/2014,06/14/2013,10/23/2014,06/30/2018,10/25/2018
06/30/2020,IBRD82720,LATIN AMERICA AND CARIBBEAN,BR,Brazil,São Paulo Secretaria do Estado,BR,Brazil,FSL,Disbursing&Repaying,0,,P127723,Sao Paulo Sustainable Transport Project,300000000.00,0.00,51550356.81,248449643.20,22884301.57,225565341.60,0.00,225565341.60,0.00,0.00,0.00,277115698.40,06/15/2018,12/15/2042,09/24/2013,06/14/2013,12/18/2013,12/31/2020,02/06/2020
06/30/2020,IBRD82760,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Rio Grande do Norte,BR,Brazil,FSL,Disbursing&Repaying,0,,P126452,BR MST Rio Grande do Norte Regional Dev,360000000.00,0.00,109094043.70,250905956.30,16506312.33,234399644.00,0.00,234399644.00,0.00,0.00,0.00,343493687.70,12/15/2018,06/15/2043,10/04/2013,06/25/2013,10/29/2013,03/31/2021,07/01/2020
06/30/2020,IBRD82840,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Pernanbuco Secretari de Estado de Planej,BR,Brazil,FSL,Repaying,0,,P132768,BR-Pernambuco Equity & Inclus.Growth DPL,550000000.00,0.00,0.00,550000000.00,44000000.00,506000000.00,0.00,506000000.00,0.00,0.00,0.00,506000000.00,11/15/2018,05/15/2043,07/18/2013,06/25/2013,07/26/2013,09/30/2014,08/02/2013
06/30/2020,IBRD83020,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Ceará,BR,Brazil,FSL,Repaying,0,,P127463,BR Strength. Serv. Delivery Ceará PforR,350000000.00,3486581.25,0.00,346513418.80,4904375.00,341609043.80,0.00,341609043.80,0.00,0.00,0.00,341609043.80,08/15/2019,02/15/2043,12/19/2013,11/21/2013,12/20/2013,01/31/2019,07/15/2019
06/30/2020,IBRD83070,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Rio de Janeiro,BR,Brazil,FSL,Fully Disbursed,0,,P147695,Enhancing Public Manag for Service Deliv,500000000.00,0.00,0.00,500000000.00,0.00,500000000.00,0.00,500000000.00,0.00,0.00,0.00,500000000.00,02/15/2024,08/15/2039,12/03/2013,11/21/2013,12/06/2013,01/31/2016,12/11/2013
06/30/2020,IBRD83100,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Acre,BR,Brazil,FSL,Repaying,0,,P147913,Acre: Strengthening Public Policies DPL,250000000.00,0.00,0.00,250000000.00,17850000.00,232150000.00,0.00,232150000.00,0.00,0.00,0.00,232150000.00,05/15/2019,11/15/2039,12/10/2013,12/05/2013,12/12/2013,07/31/2015,06/02/2014
06/30/2020,IBRD83270,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Rio de Janeiro,BR,Brazil,FSL,Repaying,0,,P126735,Strengthening PM and Int Territorial Dev,48000000.00,39941113.98,0.00,8058886.02,786547.28,7272338.74,0.00,7272338.74,0.00,0.00,0.00,7272338.74,11/15/2018,11/15/2038,04/30/2014,02/12/2014,05/23/2014,06/30/2017,03/06/2018
06/30/2020,IBRD83530,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Espírito Santo,BR,Brazil,FSL,Disbursing&Repaying,0,,P130682,BR ES Integrated Sust. Water Mgt Project,225000000.00,0.00,187687683.50,37312316.53,139070.42,37173246.11,0.00,37173246.11,0.00,0.00,0.00,224860929.60,02/15/2015,08/15/2038,09/28/2015,03/28/2014,11/30/2015,04/30/2021,05/12/2020
06/30/2020,IBRD83760,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Amazonas,BR,Brazil,FSL,Repaying,0,,P147979,BR Amazonas DPL,216000000.00,0.00,0.00,216000000.00,10800000.00,205200000.00,0.00,205200000.00,0.00,0.00,0.00,205200000.00,09/15/2019,03/15/2039,09/23/2014,05/23/2014,10/01/2014,01/31/2016,10/03/2014
06/30/2020,IBRD83790,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Rio Grande Do Sul,BR,Brazil,FSL,Repaying,0,,P148083,RS:Strengthening Fiscal & Water Mgmt DPL,280000000.00,0.00,0.00,280000000.00,840000.00,279160000.00,0.00,279160000.00,0.00,0.00,0.00,279160000.00,03/15/2019,09/15/2043,08/20/2014,06/27/2014,09/30/2014,12/31/2015,10/03/2014
06/30/2020,IBRD84140,LATIN AMERICA AND CARIBBEAN,BR,Brazil,BAHIA SECRETARIA DE FAZENDA,BR,Brazil,FSL,Repaying,0,,P147984,BR Bahia DPL,400000000.00,0.00,0.00,400000000.00,19200000.00,380800000.00,0.00,380800000.00,0.00,0.00,0.00,380800000.00,03/15/2019,03/15/2044,08/14/2014,07/30/2014,08/29/2014,01/31/2016,09/11/2014
06/30/2020,IBRD84150,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Bahia,BR,Brazil,FSL,Disbursing&Repaying,0,,P147157,BR BAHIA SUSTAINABLE RURAL DEVELOPMENT,150000000.00,0.00,51730920.84,98269079.16,3703766.15,94565313.01,0.00,94565313.01,0.00,0.00,0.00,146296233.90,04/15/2019,04/15/2044,08/29/2014,06/27/2014,09/30/2014,03/31/2021,06/30/2020
06/30/2020,IBRD84420,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Acre,BR,Brazil,FSL,Disbursing&Repaying,0,,P107146,BR MST Acre Social Economic Inclusion,150000000.00,0.00,69286832.08,80713167.92,3367971.58,77345196.34,0.00,77345196.34,0.00,0.00,0.00,146632028.40,12/15/2019,06/15/2039,03/17/2016,09/29/2014,03/24/2016,12/31/2021,06/09/2020
06/30/2020,IBRD85540,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Prefeitura de Manaus,BR,Brazil,FSL,Fully Disbursed,0,,P153203,BR Manaus Service Delivery & Fiscal Mgm,150000000.00,0.00,0.00,150000000.00,0.00,150000000.00,0.00,150000000.00,0.00,0.00,0.00,150000000.00,03/15/2021,09/15/2039,06/22/2016,12/03/2015,06/27/2016,07/31/2017,09/02/2016
06/30/2020,IBRD85670,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SECRETARIA DO PLANEJAMENTO-PIAUI,BR,Brazil,FSL,Repaying,0,,P146981,BR Piaui Productive and Social Inclusion,200000000.00,0.00,0.00,200000000.00,17640000.00,182360000.00,0.00,182360000.00,0.00,0.00,0.00,182360000.00,05/15/2019,11/15/2035,04/27/2016,12/21/2015,05/19/2016,08/31/2017,05/20/2016
06/30/2020,IBRD85750,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SECRETARIA DO PLANEJAMENTO-PIAUI,BR,Brazil,FSL,Disbursing&Repaying,0,,P129342,BR Piaui Pillars of Growth and Soc Incl,120000000.00,0.00,20833227.88,99166772.12,2788429.17,96378342.95,0.00,96378342.95,0.00,0.00,0.00,117211570.80,03/15/2020,09/15/2035,04/27/2016,12/21/2015,05/19/2016,12/31/2020,06/30/2020
06/30/2020,IBRD85800,LATIN AMERICA AND CARIBBEAN,BR,Brazil,BAHIA SECRETARIA DE FAZENDA,BR,Brazil,FSL,Disbursing,0,,P147272,Bahia Road Rehabilitation and Maintenanc,200000000.00,0.00,106300000.00,93700000.00,0.00,93700000.00,0.00,93700000.00,0.00,0.00,0.00,200000000.00,09/15/2020,09/15/2050,05/31/2016,01/29/2016,07/15/2016,06/30/2022,05/20/2020
06/30/2020,IBRD85860,LATIN AMERICA AND CARIBBEAN,BR,Brazil,MUNICIPALITY DE TERESINA,BR,Brazil,FSL,Disbursing,0,,P088966,BR Municipal APL3: Teresina,88000000.00,0.00,69947736.75,18052263.25,0.00,18052263.25,0.00,18052263.25,0.00,0.00,0.00,88000000.00,11/15/2021,11/15/2050,04/27/2016,02/24/2016,06/01/2016,12/15/2021,06/17/2020
06/30/2020,IBRD86390,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Governo do Estado da Paraiba,BR,Brazil,FSL,Disbursing,0,,P147158,BR Paraiba Sustainable Rural Development,50000000.00,0.00,47807149.65,2192850.35,0.00,2192850.35,0.00,2192850.35,0.00,0.00,0.00,50000000.00,05/15/2023,05/15/2035,03/13/2019,10/20/2017,04/10/2019,12/15/2023,04/27/2020
06/30/2020,IBRD87470,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Municipality of Fortaleza,BR,Brazil,FSL,Disbursing,0,,P153012,Fortaleza Sustainable Urban Development,73300000.00,0.00,71616750.00,1683250.00,0.00,1683250.00,0.00,1683250.00,0.00,0.00,0.00,73300000.00,03/15/2026,09/15/2043,06/05/2019,04/28/2017,06/18/2019,03/31/2024,06/18/2020
06/30/2020,IBRD88120,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Disbursing,0,,P163868,Upper Secondary Reform in Brazil,221000000.00,0.00,180447500.00,40552500.00,0.00,40552500.00,0.00,40552500.00,0.00,0.00,0.00,221000000.00,12/15/2037,12/15/2037,05/24/2018,12/14/2017,07/23/2018,12/31/2023,01/03/2019
06/30/2020,IBRD88130,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Disbursing,0,,P163868,Upper Secondary Reform in Brazil,29000000.00,0.00,25927500.00,3072500.00,0.00,3072500.00,0.00,3072500.00,0.00,0.00,0.00,29000000.00,12/15/2037,12/15/2037,05/24/2018,12/14/2017,07/23/2018,12/31/2023,12/14/2018
06/30/2020,IBRD88180,LATIN AMERICA AND CARIBBEAN,BR,Brazil,MUNICIPALITY OF SALVADOR,BR,Brazil,FSL,Disbursing,0,,P162033,Salvador Social,125000000.00,0.00,24659813.43,100340186.60,0.00,100340186.60,0.00,100340186.60,0.00,0.00,0.00,125000000.00,05/15/2023,11/15/2048,07/11/2018,12/19/2017,08/13/2018,12/30/2022,04/20/2020
06/30/2020,IBRD88940,LATIN AMERICA AND CARIBBEAN,BR,Brazil,CAIXA ECONOMICA FEDERAL - CAIXA,BR,Brazil,FSL,Terminated,0,,P162455,FinBRAZEEC,0.00,200000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10/15/2034,04/15/2040,,06/29/2018,,12/31/2033,
06/30/2020,IBRD89160,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SABESP,BR,Brazil,FSL,Disbursing,0,,P165695,Brazil -SABESP- SP Water Utility Project,250000000.00,0.00,249375000.00,625000.00,0.00,625000.00,0.00,625000.00,0.00,0.00,0.00,250000000.00,03/15/2029,03/15/2048,12/04/2019,12/18/2018,12/19/2019,06/16/2025,12/19/2019
06/30/2020,IBRD89310,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Governo do Estado da Paraiba,BR,Brazil,FSL,Approved,0,,P165683,Paraiba Improving Water Security,126886000.00,0.00,126886000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,126886000.00,11/15/2026,11/15/2040,,02/28/2019,,06/30/2026,
06/30/2020,IBRD89660,LATIN AMERICA AND CARIBBEAN,BR,Brazil,MATO GROS SEC. DE ESTADO DE PLANEJAMENTO,BR,Brazil,FSL,Disbursing&Repaying,0,,P164588,Mato Grosso Fiscal DPL,250000000.00,1116966.00,0.00,248883034.00,9654844.86,239228189.10,0.00,239228189.10,0.00,0.00,0.00,239228189.10,09/15/2019,01/15/2039,09/06/2019,05/24/2019,09/06/2019,12/31/2021,09/09/2019
06/30/2020,IBRD89860,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Ceará,BR,Brazil,FSL,Disbursing,0,,P167455,Projeto Ceara Sao Jose IV,100000000.00,0.00,94750000.00,5250000.00,0.00,5250000.00,0.00,5250000.00,0.00,0.00,0.00,100000000.00,03/15/2026,09/15/2045,12/30/2019,07/18/2019,04/20/2020,12/31/2025,04/27/2020
06/30/2020,IBRD90060,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Ceará,BR,Brazil,FSL,Disbursing,0,,P165055,Ceará Water Security and Governance,139880000.00,0.00,139227447.70,652552.28,0.00,652552.28,0.00,652552.28,0.00,0.00,0.00,139880000.00,08/15/2025,08/15/2045,12/30/2019,08/08/2019,02/10/2020,12/31/2026,02/28/2020
06/30/2020,IBRD90690,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Municipality of Belo Horizonte,BR,Brazil,FSL,Approved,0,,P169134,Mobility and Inclusion in Belo Horizonte,80000000.00,0.00,80000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80000000.00,04/15/2025,10/15/2043,,03/24/2020,,10/31/2026,
06/30/2020,IBRD90700,LATIN AMERICA AND CARIBBEAN,BR,Brazil,BANCO REG DE DESENVOLVIMENTO DO EXT SUL,BR,Brazil,FSL,Approved,0,,P170682,Sul Resiliente,49400000.00,0.00,50214080.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50214080.00,08/15/2024,02/15/2045,,03/24/2020,,06/30/2026,
06/30/2020,IBRD90710,LATIN AMERICA AND CARIBBEAN,BR,Brazil,BANCO REG DE DESENVOLVIMENTO DO EXT SUL,BR,Brazil,FSL,Approved,0,,P170682,Sul Resiliente,49400000.00,0.00,50214080.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50214080.00,08/15/2023,02/15/2032,,03/24/2020,,06/30/2026,
06/30/2020,IBRD90740,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Approved,0,,P170850,META II,38000000.00,0.00,38000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38000000.00,12/15/2039,12/15/2039,,05/22/2020,,12/31/2025,
06/30/2020,IBRD90810,LATIN AMERICA AND CARIBBEAN,BR,Brazil,MUNICIPALITY OF SÃO PAULO,BR,Brazil,FSL,Approved,0,,P169140,São Paulo Aricanduva BRT Corridor,97000000.00,0.00,97000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97000000.00,05/15/2025,11/15/2034,,04/22/2020,,06/30/2026,
06/30/2020,IBRDB0040,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,GURB,Fully Cancelled,,,P006329,CARAJAS IRON ORE,7700000.00,7700000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,06/01/1993,06/01/1994,06/05/1984,05/31/1984,05/31/1984,08/06/1994,
06/30/2020,IBRDB1170,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,GURB,Terminated,,,P006549,GAS SCTR DEV PROJECT,180000000.00,180000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,12/20/2000,12/20/2000,,
